x1,y1
14.613,1
14,1.6106
13.613,2
13,2.7341
12.802,3
12.127,4
12,4.2101
11.587,5
11.143,6
11,6.3965
10.812,7
10.583,8
10.433,9
10.362,10
10.368,11
10.472,12
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22.095,14
22.095,15
22.096,16
22.102,17
22.113,18
22,19
22,19
21,19
20,19
19,19
18.907,20
19,20.085
20,20.642
20.838,21
21,21.019
22,21.161
23,21.09
23.371,21
24,20.823
25,20.421
25.839,20
26,19.904
27,19.211
27.256,19
28,18.331
28.301,18
29,17.14
29.11,17
29.799,16
30,15.68
30.383,15
30.861,14
31,13.665
