x1,y1
5.7317,1
5.6274,2
5.4734,3
5.3317,4
5.264,5
5.3007,6
5.4103,7
5.534,8
5.6458,9
5.8265,10
6,10.546
6.143,11
6.5255,12
7,12.802
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
24,13
24.418,14
24.455,15
24.496,16
24.55,17
24.635,18
24,19
25,19.655
26,19.162
26.177,19
27,18.13
27.109,18
27.887,17
28,16.833
28.432,16
28.88,15
29,14.665
29.217,14
29.457,13
29.61,12
29.68,11
29.684,10
29.626,9
29.509,8
29.335,7
29.101,6
29,5.6661
28.785,5
28.436,4
28.066,3
28,2.8567
27.521,2
27,1.1162
26.941,1
