x1,y1
21.106,31
21,30.971
20,30.701
19,30.397
18,30.052
17.876,30
17,29.489
16.124,29
16,28.906
15,28.101
14.882,28
14,27.162
13.84,27
13,26.041
12.966,26
12.278,25
12,24.547
11.7,24
11.256,23
11,22.274
10.915,22
10.736,21
10.715,20
11,19.16
12,19
13,19
14,19
15,19
16,19
17,19
18,19
19,19
20,19
20.04,18
20.04,17
20.041,16
20.043,15
20.048,14
20,13
20,13
19,13
18,13
17,12.902
16.864,12
17,11.621
17.307,11
18,10.321
18.471,10
19,9.7747
20,9.5756
21,9.5855
22,9.7485
22.907,10
23,10.029
24,10.464
25,10.981
25.029,11
26,11.7
26.355,12
27,12.584
27.377,13
28,13.728
28.189,14
28.821,15
29,15.305
29.341,16
29.802,17
30,17.468
30.149,18
30.395,19
30.611,20
30.785,21
30.913,22
30.994,23
31,23.199
