x1,y1
19.323,31
19,30.895
18,30.545
17,30.146
16.714,30
16,29.431
15.513,29
15,28.511
14.545,28
14,27.34
13.768,27
13.17,26
13,25.681
12.714,25
12.379,24
12.115,23
12,22.395
11.939,22
11.866,21
11.908,20
12,19.719
13,19
14,19
15,19
16,19
17,19
18,19
19,19
20,19
20,19
20.896,18
20.896,17
20.896,16
20.896,15
20.896,14
20,13
20,13
19,13
18.528,12
19,11.654
20,11.365
21,11.111
22,11.081
23,11.21
24,11.467
25,11.831
25.36,12
26,12.335
27,12.933
27.092,13
28,13.724
28.305,14
29,14.732
29.251,15
30,15.908
30.069,16
30.702,17
31,17.488
