x1,y1
9.3794,1
9.0144,2
9,2.0334
8.5849,3
8.2483,4
8,4.9584
7.9883,5
7.7842,6
7.6453,7
7.5677,8
7.5621,9
7.6384,10
7.7802,11
8,11.978
8.0054,12
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
24.498,14
24.498,15
24.498,16
24.498,17
24.51,18
24,19
24,19
23,19
22,19
21.85,20
22,20.091
22.972,21
23,21.061
24,21.11
24.494,21
25,20.884
26,20.327
26.386,20
27,19.413
27.442,19
28,18.465
28.458,18
29,17.341
29.262,17
29.891,16
30,15.791
30.361,15
30.72,14
30.992,13
31,12.945
