x1,y1
19.823,1
19,1.1778
18,1.4429
17,1.7543
16.32,2
16,2.1881
15,2.8481
14.793,3
14,3.6471
13.607,4
13,4.6047
12.637,5
12,5.7842
11.836,6
11.195,7
11,7.3654
10.684,8
10.297,9
10.01,10
10,10.06
9.8584,11
9.8615,12
10,12.409
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.752,14
21.752,15
21.752,16
21.752,17
21.752,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14.212,20
14.366,21
14.783,22
15,22.323
15.517,23
16,23.467
16.658,24
17,24.218
18,24.688
18.999,25
19,25
20,25.135
21,25.134
22,25.017
22.075,25
23,24.798
24,24.502
25,24.133
25.288,24
26,23.674
27,23.137
27.213,23
28,22.481
28.625,22
29,21.692
29.76,21
30,20.772
30.627,20
31,19.575
