x1,y1
12.912,1
12,1.8237
11.819,2
11,2.9677
10.974,3
10.278,4
10,4.4315
9.6578,5
9.1418,6
9,6.3068
8.6914,7
8.3286,8
8.0355,9
8,9.1614
7.8168,10
7.6903,11
7.6993,12
8,12.837
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.61,14
22.61,15
22.61,16
22.61,17
22.61,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14.72,20
14.852,21
15,21.376
15.387,22
16,22.808
16.19,23
17,23.555
17.744,24
18,24.098
19,24.326
20,24.431
21,24.425
22,24.317
23,24.109
23.368,24
24,23.774
25,23.336
25.696,23
26,22.825
27,22.17
27.23,22
28,21.355
28.356,21
29,20.306
29.26,20
30,19.078
30.042,19
30.492,18
30.93,17
31,16.835
