x1,y1
22.675,1
22,1.081
21,1.2643
20,1.497
19,1.7699
18.288,2
18,2.156
17,2.7314
16.546,3
16,3.4043
15.241,4
15,4.2074
14.153,5
14,5.1601
13.274,6
13,6.3495
12.54,7
12,7.8684
11.924,8
11.482,9
11.132,10
11,10.59
10.919,11
10.89,12
11,12.355
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
19,13
19.869,14
19.869,15
19.869,16
19.869,17
19.869,18
19,19
19,19
18,19
17,19
16.777,20
17,20.627
17.174,21
18,21.833
18.233,22
19,22.342
20,22.558
21,22.557
22,22.397
23,22.123
23.318,22
24,21.712
25,21.188
25.288,21
26,20.508
26.63,20
27,19.683
27.649,19
28,18.615
28.466,18
29,17.272
29.164,17
29.743,16
30,15.551
30.203,15
30.537,14
30.844,13
31,12.508
