x1,y1
5.1961,1
5,1.4989
4.7302,2
4.1619,3
4,3.3732
3.6767,4
3.2896,5
3.0212,6
3,6.1001
2.757,7
2.5946,8
2.5258,9
2.5384,10
2.6258,11
2.8006,12
3,12.656
3.126,13
4,13.844
4.3868,14
5,14.131
5.4941,14
6,13.86
7,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
24,13
24.326,14
24.327,15
24.349,16
24.385,17
24.432,18
24,19
24,19
23,19
22,19
21,19
20,19
19,19
18.716,20
19,20.85
19.059,21
19.973,22
20,22.016
21,22.461
22,22.681
23,22.667
24,22.46
25,22.098
25.18,22
26,21.521
26.706,21
27,20.762
27.809,20
28,19.802
28.631,19
29,18.494
29.317,18
29.897,17
30,16.793
30.284,16
30.585,15
30.826,14
30.992,13
31,12.916
