x1,y1
10.55,1
10.069,2
10,2.1157
9.481,3
9.013,4
9,4.0315
8.5778,5
8.2584,6
8.0192,7
8,7.1124
7.8238,8
7.7156,9
7.6838,10
7.7212,11
7.8508,12
8,12.402
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
23.295,14
23.295,15
23.295,16
23.308,17
23.341,18
23,19
23,19
22,19
21,19
20,19
19,19
18,19
17.614,20
17.855,21
18,21.15
18.968,22
19,22.013
20,22.32
21,22.5
22,22.549
23,22.461
24,22.23
24.615,22
25,21.823
26,21.233
26.32,21
27,20.453
27.501,20
28,19.516
28.415,19
29,18.208
29.144,18
29.736,17
30,16.535
30.236,16
30.589,15
30.88,14
31,13.425
