x1,y1
23.425,1
23.553,2
23.549,3
23.857,4
24,4.1481
25,4.5685
25.623,5
26,5.315
26.677,6
27,6.4082
27.483,7
28,7.9882
28.008,8
28.598,9
28.925,10
29,10.373
29.178,11
29.345,12
29.405,13
29.363,14
29.241,15
29.012,16
29,16.026
28.703,17
28.319,18
28,18.554
27.763,19
27.097,20
27,20.121
26.271,21
26,21.278
25.17,22
25,22.143
24,22.822
23.667,23
23,23.376
22,23.741
21,23.993
20.935,24
20,24.119
19,24.058
18.764,24
18,23.81
17,23.33
16.518,23
16,22.436
15.608,22
15,21.683
14,21.44
13,21.088
12.8,21
12,20.565
11.25,20
12,19.349
13,19
14,19
15,19
16,19
17,19
18,19
19,19
20,19
21,19
22,19
22,19
22.934,18
22.923,17
22.922,16
22.918,15
22.911,14
22,13
22,13
21,13
20,13
19,13
18,13
17,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6,13
5,13
5,13
4.6096,14
4.6096,15
4.4731,16
4.1871,17
4.1103,18
4,18.762
3.5979,19
3,19.915
2,19.628
1,19.516
