x1,y1
1,27.773
2,27.977
2.1188,28
3,28.494
4,28.691
5,28.715
6,28.646
7,28.618
8,28.809
8.4546,29
9,29.335
10,29.768
10.605,30
11,30.134
12,30.333
13,30.44
14,30.466
15,30.424
16,30.306
17,30.071
17.189,30
18,29.701
19,29.178
19.23,29
20,28.276
20.205,28
20.622,27
20.738,26
20.452,25
20,24.308
19.71,24
19,23.102
18.815,23
18.015,22
18.042,21
18.115,20
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8,19
7,19
7,18
7,17
7,16
6.5379,15
6,14.504
5,14.009
4.967,14
4,13.757
3,13.683
2,13.813
1.4776,14
1,14.173
