x1,y1
24.481,31
24.22,30
24.632,29
25,28.432
25.419,28
26,27.528
26.609,27
27,26.606
27.569,26
28,25.42
28.317,25
28.856,24
29,23.692
29.356,23
29.686,22
29.937,21
30,20.609
30.133,20
30.218,19
30.211,18
30.115,17
30,16.422
29.926,16
29.673,15
29.362,14
29,13.085
28.964,13
28.445,12
28,11.248
27.827,11
27.063,10
27,9.9291
26.016,9
26,8.9866
25,8.3103
24.511,8
24,7.699
23,7.2572
22.319,7
22,6.8869
21,6.6589
20,6.5095
19,6.4576
18,6.5292
17,6.8582
16.836,7
16,7.8852
15.916,8
15.274,9
15,9.3247
14.324,10
14,10.184
13,10.391
12,10.595
11,10.85
10,10.825
9,10.732
8,10.673
7,10.656
6,10.656
5,10.628
4,10.532
3,10.634
2.4647,11
2,11.329
1.4626,12
1,12.377
