x1,y1
21.133,1
21,1.0343
20,1.3203
19,1.6604
18.159,2
18,2.0925
17,2.6939
16.499,3
16,3.3815
15.237,4
15,4.216
14.243,5
14,5.2835
13.471,6
13,6.7089
12.82,7
12.319,8
12,8.737
11.889,9
11.584,10
11.399,11
11.374,12
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
19,13
19.869,14
19.869,15
19.869,16
19.869,17
19.869,18
19,19
19,19
18,19
17.415,20
18,20.988
18.009,21
19,21.578
20,21.86
21,21.85
22,21.664
23,21.353
23.833,21
24,20.926
25,20.363
25.518,20
26,19.644
26.743,19
27,18.76
27.686,18
28,17.626
28.444,17
29,16.15
29.084,16
29.584,15
30,14.143
30.048,14
30.329,13
30.577,12
30.785,11
30.952,10
31,9.5727
